"Station","Air Quality","Longitude","Latitude","O3 Hour","O3 Quality","O3 Value","NO2 Hour","NO2 Quality","NO2 Value","PM10 Hour","PM10 Quality","PM10 Value","Generated","Date Time"
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",41,"0h","Good",24,"0h","Good",10,"22/11/2018 1:00",1542845102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",30,"0h","Good",32,"0h","Good",10,"22/11/2018 1:00",1542845102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",60,"0h","Good",17,"22/11/2018 1:00",1542845102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",69,"0h","Good",9,"0h","Good",7,"22/11/2018 1:00",1542845102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"1h","Good",42,NA,NA,NA,"22/11/2018 2:00",1542848702
"Barcelona - Eixample","Good",2.1538,41.3853,"1h","Good",17,"1h","Good",41,"1h","Good",19,"22/11/2018 2:00",1542848702
"Barcelona - Gràcia","Good",2.1534,41.3987,"1h","Good",25,"1h","Good",42,NA,NA,NA,"22/11/2018 2:00",1542848702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"1h","Good",2,"1h","Good",55,NA,NA,NA,"22/11/2018 2:00",1542848702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"1h","Good",47,"1h","Good",18,"1h","Good",11,"22/11/2018 2:00",1542848702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"1h","Good",45,"1h","Good",14,"1h","Good",10,"22/11/2018 2:00",1542848702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"1h","Good",55,"1h","Good",18,"22/11/2018 2:00",1542848702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"1h","Good",77,"1h","Good",5,"1h","Good",7,"22/11/2018 2:00",1542848702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"2h","Good",40,NA,NA,NA,"22/11/2018 3:00",1542852301
"Barcelona - Eixample","Good",2.1538,41.3853,"2h","Good",18,"2h","Good",41,"2h","Good",20,"22/11/2018 3:00",1542852301
"Barcelona - Gràcia","Good",2.1534,41.3987,"2h","Good",42,"2h","Good",23,NA,NA,NA,"22/11/2018 3:00",1542852301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"2h","Good",2,"2h","Good",52,NA,NA,NA,"22/11/2018 3:00",1542852301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"2h","Good",52,"2h","Good",15,"2h","Good",11,"22/11/2018 3:00",1542852301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"2h","Good",54,"2h","Good",8,"2h","Good",10,"22/11/2018 3:00",1542852301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"2h","Good",52,"2h","Good",18,"22/11/2018 3:00",1542852301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"2h","Good",80,"2h","Good",4,"2h","Good",7,"22/11/2018 3:00",1542852301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"3h","Good",44,NA,NA,NA,"22/11/2018 4:00",1542855902
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",19,"3h","Good",40,"3h","Good",20,"22/11/2018 4:00",1542855902
"Barcelona - Gràcia","Good",2.1534,41.3987,"3h","Good",45,"3h","Good",20,NA,NA,NA,"22/11/2018 4:00",1542855902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"3h","Good",2,"3h","Good",47,NA,NA,NA,"22/11/2018 4:00",1542855902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"3h","Good",58,"3h","Good",12,"3h","Good",10,"22/11/2018 4:00",1542855902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"3h","Good",58,"3h","Good",5,"3h","Good",10,"22/11/2018 4:00",1542855902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"3h","Good",48,"3h","Good",19,"22/11/2018 4:00",1542855902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"3h","Good",80,"3h","Good",3,"3h","Good",7,"22/11/2018 4:00",1542855902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"4h","Good",50,NA,NA,NA,"22/11/2018 5:00",1542859501
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",19,"3h","Good",40,"4h","Good",20,"22/11/2018 5:00",1542859501
"Barcelona - Gràcia","Good",2.1534,41.3987,"4h","Good",15,"4h","Good",50,"4h","Good",7,"22/11/2018 5:00",1542859501
"Barcelona - Ciutadella","Good",2.1874,41.3864,"4h","Good",2,"4h","Good",46,NA,NA,NA,"22/11/2018 5:00",1542859501
"Barcelona - Vall Hebron","Good",2.148,41.4261,"4h","Good",55,"4h","Good",13,"4h","Good",10,"22/11/2018 5:00",1542859501
"Barcelona - Palau Reial","Good",2.1151,41.3875,"4h","Good",39,"4h","Good",20,"4h","Good",10,"22/11/2018 5:00",1542859501
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"4h","Good",46,"5h","Good",20,"22/11/2018 5:00",1542859501
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"4h","Good",80,"4h","Good",3,"4h","Good",7,"22/11/2018 5:00",1542859501
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"5h","Good",44,NA,NA,NA,"22/11/2018 6:00",1542863102
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",19,"3h","Good",40,"5h","Good",21,"22/11/2018 6:00",1542863102
"Barcelona - Gràcia","Good",2.1534,41.3987,"5h","Good",6,"5h","Good",53,"5h","Good",7,"22/11/2018 6:00",1542863102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"5h","Good",2,"5h","Good",40,NA,NA,NA,"22/11/2018 6:00",1542863102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"5h","Good",56,"5h","Good",13,"5h","Good",10,"22/11/2018 6:00",1542863102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"5h","Good",4,"5h","Good",55,"5h","Good",10,"22/11/2018 6:00",1542863102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"5h","Good",43,"5h","Good",20,"22/11/2018 6:00",1542863102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"5h","Good",80,"5h","Good",3,"5h","Good",7,"22/11/2018 6:00",1542863102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"6h","Good",45,NA,NA,NA,"22/11/2018 7:00",1542866702
"Barcelona - Eixample","Good",2.1538,41.3853,"4h","--",NA,"4h","--",NA,"6h","Good",21,"22/11/2018 7:00",1542866702
"Barcelona - Gràcia","Good",2.1534,41.3987,"6h","Good",1,"6h","Good",55,"6h","Good",8,"22/11/2018 7:00",1542866702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"6h","Good",2,"6h","Good",37,NA,NA,NA,"22/11/2018 7:00",1542866702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"6h","Good",40,"6h","Good",23,"6h","Good",10,"22/11/2018 7:00",1542866702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"6h","Good",2,"6h","Good",54,"6h","Good",10,"22/11/2018 7:00",1542866702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"6h","Good",42,"6h","Good",20,"22/11/2018 7:00",1542866702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"6h","Good",80,"6h","Good",3,"6h","Good",7,"22/11/2018 7:00",1542866702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"7h","Good",45,NA,NA,NA,"22/11/2018 8:00",1542870301
"Barcelona - Eixample","Good",2.1538,41.3853,"5h","--",NA,"5h","--",NA,"7h","Good",22,"22/11/2018 8:00",1542870301
"Barcelona - Gràcia","Good",2.1534,41.3987,"7h","Good",1,"7h","Good",74,"7h","Good",8,"22/11/2018 8:00",1542870301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"7h","Good",2,"7h","Good",36,NA,NA,NA,"22/11/2018 8:00",1542870301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"7h","Good",35,"7h","Good",30,"7h","Good",10,"22/11/2018 8:00",1542870301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"7h","Good",1,"7h","Good",54,"7h","Good",11,"22/11/2018 8:00",1542870301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"7h","Good",43,"7h","Good",20,"22/11/2018 8:00",1542870301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"7h","Good",80,"7h","Good",3,"7h","Good",7,"22/11/2018 8:00",1542870301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"8h","Good",50,NA,NA,NA,"22/11/2018 9:00",1542873902
"Barcelona - Eixample","Good",2.1538,41.3853,"6h","--",NA,"6h","--",NA,"8h","Good",22,"22/11/2018 9:00",1542873902
"Barcelona - Gràcia","Moderate",2.1534,41.3987,"8h","Good",2,"8h","Moderate",99,"8h","Good",9,"22/11/2018 9:00",1542873902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"8h","Good",2,"8h","Good",42,NA,NA,NA,"22/11/2018 9:00",1542873902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"8h","Good",33,"8h","Good",35,"8h","Good",10,"22/11/2018 9:00",1542873902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"8h","Good",1,"8h","Good",63,"8h","Good",11,"22/11/2018 9:00",1542873902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"8h","Good",51,"8h","Good",21,"22/11/2018 9:00",1542873902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"8h","Good",79,"8h","Good",3,"8h","Good",7,"22/11/2018 9:00",1542873902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"9h","Good",62,NA,NA,NA,"22/11/2018 10:00",1542877501
"Barcelona - Eixample","Good",2.1538,41.3853,"9h","Good",4,"9h","Good",65,"9h","Good",20,"22/11/2018 10:00",1542877501
"Barcelona - Gràcia","Moderate",2.1534,41.3987,"9h","Good",2,"9h","Moderate",115,"9h","Good",10,"22/11/2018 10:00",1542877501
"Barcelona - Ciutadella","Good",2.1874,41.3864,"9h","Good",2,"9h","Good",52,NA,NA,NA,"22/11/2018 10:00",1542877501
"Barcelona - Vall Hebron","Good",2.148,41.4261,"9h","Good",41,"9h","Good",29,"9h","Good",10,"22/11/2018 10:00",1542877501
"Barcelona - Palau Reial","Good",2.1151,41.3875,"9h","Good",1,"9h","Good",91,"9h","Good",12,"22/11/2018 10:00",1542877501
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"9h","Good",56,"9h","Good",22,"22/11/2018 10:00",1542877501
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"9h","Good",78,"9h","Good",3,"9h","Good",7,"22/11/2018 10:00",1542877501
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"10h","Good",69,NA,NA,NA,"22/11/2018 11:00",1542881102
"Barcelona - Eixample","Good",2.1538,41.3853,"9h","Good",4,"9h","Good",65,"10h","Good",19,"22/11/2018 11:00",1542881102
"Barcelona - Gràcia","Moderate",2.1534,41.3987,"10h","Good",3,"10h","Moderate",117,"10h","Good",12,"22/11/2018 11:00",1542881102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"10h","Good",2,"10h","Good",71,NA,NA,NA,"22/11/2018 11:00",1542881102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"10h","Good",40,"10h","Good",28,"10h","Good",10,"22/11/2018 11:00",1542881102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"10h","Good",2,"10h","Good",80,"10h","Good",13,"22/11/2018 11:00",1542881102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"10h","Good",61,"10h","Good",23,"22/11/2018 11:00",1542881102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"10h","Good",78,"10h","Good",3,"11h","Good",7,"22/11/2018 11:00",1542881102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"11h","Good",66,NA,NA,NA,"22/11/2018 12:00",1542884701
"Barcelona - Eixample","Good",2.1538,41.3853,"9h","Good",4,"9h","Good",65,"11h","Good",19,"22/11/2018 12:00",1542884701
"Barcelona - Gràcia","Moderate",2.1534,41.3987,"11h","Good",5,"11h","Moderate",107,"11h","Good",14,"22/11/2018 12:00",1542884701
"Barcelona - Ciutadella","Good",2.1874,41.3864,"11h","Good",4,"11h","Good",86,NA,NA,NA,"22/11/2018 12:00",1542884701
"Barcelona - Vall Hebron","Good",2.148,41.4261,"11h","Good",51,"11h","Good",18,"11h","Good",10,"22/11/2018 12:00",1542884701
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",30,"11h","Good",35,"11h","Good",13,"22/11/2018 12:00",1542884701
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"11h","Good",69,"11h","Good",24,"22/11/2018 12:00",1542884701
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"11h","Good",76,"11h","Good",4,"11h","Good",7,"22/11/2018 12:00",1542884701
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"12h","Good",37,NA,NA,NA,"22/11/2018 13:00",1542888302
"Barcelona - Eixample","Good",2.1538,41.3853,"10h","--",NA,"10h","--",NA,"12h","Good",19,"22/11/2018 13:00",1542888302
"Barcelona - Gràcia","Good",2.1534,41.3987,"12h","Good",33,"12h","Good",43,"12h","Good",16,"22/11/2018 13:00",1542888302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"12h","Good",30,"12h","Good",55,NA,NA,NA,"22/11/2018 13:00",1542888302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"12h","Good",50,"12h","Good",15,"12h","Good",10,"22/11/2018 13:00",1542888302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"12h","Good",52,"12h","Good",11,"12h","Good",13,"22/11/2018 13:00",1542888302
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"12h","Good",73,"12h","Good",26,"22/11/2018 13:00",1542888302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"12h","Good",73,"12h","Good",5,"12h","Good",7,"22/11/2018 13:00",1542888302
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",15,NA,NA,NA,"22/11/2018 14:00",1542891902
"Barcelona - Eixample","Good",2.1538,41.3853,"11h","--",NA,"11h","--",NA,"13h","Good",19,"22/11/2018 14:00",1542891902
"Barcelona - Gràcia","Good",2.1534,41.3987,"13h","Good",49,"13h","Good",30,"13h","Good",16,"22/11/2018 14:00",1542891902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"13h","Good",54,"13h","Good",26,NA,NA,NA,"22/11/2018 14:00",1542891902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"13h","Good",53,"13h","Good",16,"13h","Good",10,"22/11/2018 14:00",1542891902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"13h","Good",55,"13h","Good",11,"13h","Good",13,"22/11/2018 14:00",1542891902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"12h","Good",73,"13h","Good",27,"22/11/2018 14:00",1542891902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"13h","Good",71,"13h","Good",8,"13h","Good",7,"22/11/2018 14:00",1542891902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"14h","Good",22,NA,NA,NA,"22/11/2018 15:00",1542895501
"Barcelona - Eixample","Good",2.1538,41.3853,"12h","--",NA,"12h","--",NA,"14h","Good",19,"22/11/2018 15:00",1542895501
"Barcelona - Gràcia","Good",2.1534,41.3987,"14h","Good",41,"14h","Good",36,"14h","Good",16,"22/11/2018 15:00",1542895501
"Barcelona - Ciutadella","Good",2.1874,41.3864,"14h","Good",47,"14h","Good",31,NA,NA,NA,"22/11/2018 15:00",1542895501
"Barcelona - Vall Hebron","Good",2.148,41.4261,"14h","Good",52,"14h","Good",21,"14h","Good",10,"22/11/2018 15:00",1542895501
"Barcelona - Palau Reial","Good",2.1151,41.3875,"14h","Good",46,"14h","Good",19,"14h","Good",13,"22/11/2018 15:00",1542895501
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"14h","Good",35,"14h","Good",27,"22/11/2018 15:00",1542895501
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"14h","Good",71,"14h","Good",9,"14h","Good",6,"22/11/2018 15:00",1542895501
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"15h","Good",26,NA,NA,NA,"22/11/2018 16:00",1542899101
"Barcelona - Eixample","Good",2.1538,41.3853,"15h","Good",22,"15h","Good",58,"15h","Good",19,"22/11/2018 16:00",1542899101
"Barcelona - Gràcia","Good",2.1534,41.3987,"15h","Good",39,"15h","Good",36,"16h","Good",15,"22/11/2018 16:00",1542899101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"15h","Good",46,"15h","Good",34,NA,NA,NA,"22/11/2018 16:00",1542899101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"15h","Good",45,"15h","Good",25,"15h","Good",9,"22/11/2018 16:00",1542899101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"15h","Good",41,"15h","Good",25,"15h","Good",12,"22/11/2018 16:00",1542899101
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"15h","Good",43,"15h","Good",27,"22/11/2018 16:00",1542899101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"15h","Good",68,"15h","Good",10,"15h","Good",6,"22/11/2018 16:00",1542899101
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"16h","Good",31,NA,NA,NA,"22/11/2018 17:00",1542902702
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",20,"16h","Good",52,"16h","Good",19,"22/11/2018 17:00",1542902702
"Barcelona - Gràcia","Good",2.1534,41.3987,"16h","Good",32,"16h","Good",45,"16h","Good",15,"22/11/2018 17:00",1542902702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",38,"16h","Good",40,NA,NA,NA,"22/11/2018 17:00",1542902702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"16h","Good",34,"16h","Good",33,"16h","Good",9,"22/11/2018 17:00",1542902702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"16h","Good",32,"16h","Good",31,"16h","Good",13,"22/11/2018 17:00",1542902702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"16h","Good",51,"16h","Good",27,"22/11/2018 17:00",1542902702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"16h","Good",73,"16h","Good",9,"16h","Good",6,"22/11/2018 17:00",1542902702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"17h","Good",51,NA,NA,NA,"22/11/2018 18:00",1542906302
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",20,"16h","Good",52,"17h","Good",19,"22/11/2018 18:00",1542906302
"Barcelona - Gràcia","Good",2.1534,41.3987,"17h","Good",21,"17h","Good",64,"17h","Good",15,"22/11/2018 18:00",1542906302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",38,"16h","Good",40,NA,NA,NA,"22/11/2018 18:00",1542906302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"17h","Good",31,"17h","Good",39,"17h","Good",9,"22/11/2018 18:00",1542906302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"17h","Good",16,"17h","Good",45,"17h","Good",13,"22/11/2018 18:00",1542906302
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"17h","Good",69,"17h","Good",27,"22/11/2018 18:00",1542906302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"17h","Good",80,"17h","Good",7,"17h","Good",6,"22/11/2018 18:00",1542906302
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"18h","Good",65,NA,NA,NA,"22/11/2018 19:00",1542909902
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",20,"16h","Good",52,"18h","Good",19,"22/11/2018 19:00",1542909902
"Barcelona - Gràcia","Good",2.1534,41.3987,"18h","Good",7,"18h","Good",82,"18h","Good",16,"22/11/2018 19:00",1542909902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",38,"16h","Good",40,NA,NA,NA,"22/11/2018 19:00",1542909902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"18h","Good",25,"18h","Good",47,"18h","Good",9,"22/11/2018 19:00",1542909902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"18h","Good",5,"18h","Good",67,"18h","Good",13,"22/11/2018 19:00",1542909902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"18h","Good",89,"18h","Good",28,"22/11/2018 19:00",1542909902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"18h","Good",80,"18h","Good",7,"18h","Good",6,"22/11/2018 19:00",1542909902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"19h","Good",72,NA,NA,NA,"22/11/2018 20:00",1542913502
"Barcelona - Eixample","Good",2.1538,41.3853,"17h","--",NA,"17h","--",NA,"19h","Good",19,"22/11/2018 20:00",1542913502
"Barcelona - Gràcia","Good",2.1534,41.3987,"19h","Good",2,"19h","Good",90,"19h","Good",16,"22/11/2018 20:00",1542913502
"Barcelona - Ciutadella","--",2.1874,41.3864,"17h","--",NA,"17h","--",NA,NA,NA,NA,"22/11/2018 20:00",1542913502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"19h","Good",9,"19h","Good",68,"19h","Good",9,"22/11/2018 20:00",1542913502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"19h","Good",3,"19h","Good",77,"19h","Good",13,"22/11/2018 20:00",1542913502
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"19h","Moderate",99,"19h","Good",29,"22/11/2018 20:00",1542913502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"19h","Good",68,"19h","Good",15,"19h","Good",6,"22/11/2018 20:00",1542913502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"20h","Good",74,NA,NA,NA,"22/11/2018 21:00",1542917102
"Barcelona - Eixample","Good",2.1538,41.3853,"18h","--",NA,"18h","--",NA,"20h","Good",18,"22/11/2018 21:00",1542917102
"Barcelona - Gràcia","Good",2.1534,41.3987,"20h","Good",2,"20h","Good",87,"20h","Good",17,"22/11/2018 21:00",1542917102
"Barcelona - Ciutadella","--",2.1874,41.3864,"18h","--",NA,"18h","--",NA,NA,NA,NA,"22/11/2018 21:00",1542917102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"20h","Good",2,"20h","Good",85,"20h","Good",10,"22/11/2018 21:00",1542917102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"20h","Good",1,"20h","Good",76,"20h","Good",13,"22/11/2018 21:00",1542917102
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"20h","Moderate",105,"20h","Good",31,"22/11/2018 21:00",1542917102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"20h","Good",39,"20h","Good",37,"20h","Good",6,"22/11/2018 21:00",1542917102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"21h","Good",75,NA,NA,NA,"22/11/2018 22:00",1542920702
"Barcelona - Eixample","Good",2.1538,41.3853,"19h","--",NA,"19h","--",NA,"21h","Good",17,"22/11/2018 22:00",1542920702
"Barcelona - Gràcia","Good",2.1534,41.3987,"21h","Good",1,"21h","Good",82,"21h","Good",17,"22/11/2018 22:00",1542920702
"Barcelona - Ciutadella","--",2.1874,41.3864,"19h","--",NA,"19h","--",NA,NA,NA,NA,"22/11/2018 22:00",1542920702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"21h","Good",2,"21h","Good",78,"21h","Good",10,"22/11/2018 22:00",1542920702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"21h","Good",1,"21h","Good",74,"21h","Good",14,"22/11/2018 22:00",1542920702
"Barcelona - Poblenou","Moderate",2.2045,41.4039,NA,NA,NA,"21h","Moderate",92,"21h","Good",32,"22/11/2018 22:00",1542920702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"21h","Good",51,"21h","Good",22,"21h","Good",6,"22/11/2018 22:00",1542920702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"22h","Good",78,NA,NA,NA,"22/11/2018 23:00",1542924301
"Barcelona - Eixample","Good",2.1538,41.3853,"22h","Good",2,"22h","Good",83,"22h","Good",20,"22/11/2018 23:00",1542924301
"Barcelona - Gràcia","Good",2.1534,41.3987,"22h","Good",2,"22h","Good",85,"22h","Good",18,"22/11/2018 23:00",1542924301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"22h","Good",3,"22h","Good",75,NA,NA,NA,"22/11/2018 23:00",1542924301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"22h","Good",2,"22h","Good",70,"22h","Good",11,"22/11/2018 23:00",1542924301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"22h","Good",1,"22h","Good",67,"22h","Good",14,"22/11/2018 23:00",1542924301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"22h","Good",75,"22h","Good",33,"22/11/2018 23:00",1542924301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"22h","Good",50,"22h","Good",25,"22h","Good",6,"22/11/2018 23:00",1542924301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"23h","Good",72,NA,NA,NA,"23/11/2018 0:00",1542927902
"Barcelona - Eixample","Good",2.1538,41.3853,"23h","Good",2,"23h","Good",79,"23h","Good",21,"23/11/2018 0:00",1542927902
"Barcelona - Gràcia","Good",2.1534,41.3987,"23h","Good",2,"23h","Good",81,"23h","Good",19,"23/11/2018 0:00",1542927902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"23h","Good",2,"23h","Good",72,NA,NA,NA,"23/11/2018 0:00",1542927902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"23h","Good",2,"23h","Good",63,"23h","Good",11,"23/11/2018 0:00",1542927902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"23h","Good",1,"23h","Good",62,"23h","Good",14,"23/11/2018 0:00",1542927902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"23h","Good",67,"23h","Good",34,"23/11/2018 0:00",1542927902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"23h","Good",81,"23h","Good",6,"23h","Good",6,"23/11/2018 0:00",1542927902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"0h","Good",59,NA,NA,NA,"23/11/2018 1:00",1542931502
"Barcelona - Eixample","Good",2.1538,41.3853,"0h","Good",2,"0h","Good",67,"0h","Good",21,"23/11/2018 1:00",1542931502
"Barcelona - Gràcia","Good",2.1534,41.3987,"0h","Good",2,"0h","Good",74,"0h","Good",20,"23/11/2018 1:00",1542931502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"0h","Good",2,"0h","Good",66,NA,NA,NA,"23/11/2018 1:00",1542931502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",3,"0h","Good",58,"0h","Good",11,"23/11/2018 1:00",1542931502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",1,"0h","Good",60,"0h","Good",14,"23/11/2018 1:00",1542931502
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",60,"0h","Good",35,"23/11/2018 1:00",1542931502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",65,"0h","Good",15,"0h","Good",6,"23/11/2018 1:00",1542931502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"1h","Good",51,NA,NA,NA,"23/11/2018 2:00",1542935101
